matchUp,winRate,totalMatches,boots,faerieCharm,rejuvenationBead,giantsBelt,cloakOfAgility,blastingWand,sapphireCrystal,rubyCrystal,clothArmor,chainVest,nullMagicMantle,emberKnife,longSword,pickAxe,bfSword,hailBlade,dagger,recurveBow,amplifyingTome,vampiricScepter,doransShield,doransBlade,doransRing,negatronCloak,needlesslyLargeRod,darkSeal,cull,healthPotion,totalBiscuit,kircheisShard,refillablePot,corruptingPot,guardiansHorn,poroSnax,controlWard,shurelyasBattlesong,elixirIron,elixirSorcery,elixirWrath,minioDematerializer,commencingStopwatch,stopwatch,brokenStopwatch,magicalFootwear,timedStopwatch,abyssalMask,archangelsStaff,manamune,bersekersGreaves,bootsSwiftness,chemtechPutrifier,sorcerersShoes,glacialBuckler,guardianAngel,infinityEdge,mortalReminder,lastWhisper,dominiksRegards,seraphsEmbrace,mejaisSoulstealers,muramana,phage,phantomDancer,platedSteelcaps,zekesConvergence,hearthboundAxe,steraksGage,sheen,spiritVisage,wingedMoonplate,kindlegem,sunfireAegis,tearGoddess,blackCleaver,bloodthirster,ravenousHydra,thornmail,brambleVest,tiamat,trinityForce,wardensMail,warmogsArmor,runaanHurricane,zeal,rabadonDeathcap,witsEnd,rapidFirecannon,stormrazor,lichBane,bansheesVeil,aegisLegion,redemption,fiendishCodex,knightsVow,frozenHeart,mercuryTreads,guardiansOrb,aetherWisp,forbiddenIdol,nashorsTooth,rylaiScepter,mobilityBoots,executionersCalling,guinsoosRageblade,caulfieldWarhammer,serratedDirk,voidStaff,mercurialScimitar,quicksilverSash,youmuuGhostblade,randuinOmen,hextechAlternator,hextechRocketbelt,bladeRuinedKing,hexDrinker,mawOfMalmortius,zhonyaHourglass,ionianBoots,morellonomicon,guardiansBlade,umbralGlaive,hullbreaker,guardiansHammer,locketSolari,seekersArmguard,gargoyleStoneplate,spectresCowl,mikaelsBlessing,scarecrowEffigy,stealthWard,farsightAlternation,oracleLens,yourCut,ardentCenser,essenceReaver,eyeHerald,kalistaSpear,deadMansPlate,titanicHydra,crystallineBracer,lostChapter,edgeNight,spellthiefsEdge,frostFang,shardTrueIce,steelShoulderguards,runesteelSpaulders,pauldronsWhiterock,relicShield,targonBuckler,bulwarkMountain,spectralSickle,harrowingCrescent,blackMistScythe,oblivionOrb,imperialMandate,forceNature,goldenSpatula,horizonFocus,cosmicDrive,blightingJewel,verdantJewel,riftmaker,leechingLeer,nightHarvester,demonicEmbrace,watchfulWardstone,bandleglassMirror,vigilantWardstone,ironspikeWhip,silvermereDawn,deathsDance,chempunkChainsword,staffFlowingWater,moonstoneRenwer,goredrinker,stridebreaker,divineSunderer,liandrysAnguish,ludensTempest,everFrost,bamisCinder,frostfireGauntlet,turbochemtank,noonquiver,galeForce,krakenSlayer,immortalShieldbow,navoriQuickblades,theCollector,rageknife,duskbladeDraktharr,eclipse,prowersClaw,seryldasGrudge,serpentsFang,sandshrikesClaw,syzygy,draktharrShadowcarver,turbochargedHexperiment,forgefireCrest,rimeforgedGrasp,typhoon,wyrmfallenSacrifice,bloodward,icathiasCurse,vespertide,upgradedAeropack,liandrysLament,eyeLuden,eternalWinter,ceaselessHunger,dreamShatter,deicide,infinityForce,reliquaryGoldenDawn,shurelyasRequiem,starCaster,seatCommand,anathemasChains
kaisa|akali,0.558824,34,0.00840336,0,0,0,0.012605,0,0,0,0.00420168,0.00420168,0,0,0.0378151,0.012605,0.0168067,0,0.012605,0,0.00420168,0,0,0.0756303,0,0,0,0,0.00420168,0,0,0.00420168,0.00420168,0,0,0,0.0294118,0,0,0,0,0,0,0.012605,0,0.00840336,0,0,0,0,0.121849,0,0,0,0,0.00840336,0.0252101,0.00420168,0,0.0252101,0,0,0,0,0.0630252,0,0,0,0,0,0,0,0,0,0,0,0.00840336,0,0,0,0,0,0,0,0.012605,0.0168067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168067,0,0,0.0210084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420168,0,0,0,0,0.0210084,0.121849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420168,0.0294118,0.105042,0.00420168,0,0.0672269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaisa|diana,0.538462,26,0.0164835,0,0,0,0.0274725,0,0,0,0,0,0,0,0.021978,0.021978,0.010989,0,0.010989,0,0,0,0,0.0934066,0,0.00549451,0,0,0,0,0,0,0.0164835,0,0,0,0.021978,0,0,0,0,0,0,0,0,0.00549451,0,0,0,0,0.120879,0,0,0,0,0.021978,0.021978,0.00549451,0,0.010989,0,0,0,0,0.0604396,0,0,0.00549451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021978,0.010989,0,0.00549451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989,0.126374,0.00549451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274725,0.115385,0,0,0.0549451,0,0,0,0,0,0.010989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaisa|ezreal,0.553846,65,0.00879121,0,0,0,0.0175824,0,0,0,0,0,0,0,0.0417582,0.010989,0.0153846,0,0.0043956,0,0,0,0,0.0747253,0,0,0,0,0,0,0,0.0021978,0.0131868,0,0,0,0.00879121,0,0,0,0,0,0,0.0131868,0,0.0021978,0,0,0,0,0.12967,0,0,0,0,0.0131868,0.032967,0.00659341,0.0131868,0.0241758,0,0,0,0,0.0681319,0,0,0,0,0,0,0,0,0,0,0,0.0043956,0,0,0,0,0,0,0,0.0153846,0.0175824,0.0021978,0.0021978,0.0021978,0,0,0,0,0,0,0,0,0,0,0,0,0.0021978,0,0,0.010989,0.0021978,0,0.0241758,0,0.0021978,0,0,0,0,0,0.0021978,0,0,0.0021978,0,0,0,0,0,0,0,0,0,0,0,0,0.0197802,0.120879,0.0021978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659341,0.021978,0.114286,0,0,0.0505495,0,0,0,0,0,0.0021978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaisa|karma,0.583333,24,0.0119048,0,0,0,0.0178571,0,0,0,0,0,0,0,0.0357143,0.0119048,0.0178571,0,0.0238095,0,0,0,0.0119048,0.0892857,0,0,0,0,0,0,0,0,0.0119048,0,0,0,0.0178571,0,0,0,0,0,0,0,0,0.00595238,0,0,0,0,0.125,0,0,0,0,0.0119048,0.0297619,0,0,0.0357143,0,0,0,0,0.0535714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119048,0,0.00595238,0.0119048,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238,0,0,0,0.00595238,0,0.0416667,0,0,0,0,0,0,0,0.00595238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119048,0.130952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416667,0.10119,0,0,0.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaisa|leesin,0.558824,34,0.012605,0,0,0,0.0252101,0,0,0,0,0,0,0,0.0210084,0.0252101,0.0168067,0,0,0,0,0,0,0.0798319,0,0,0,0,0.00840336,0,0,0,0.00840336,0,0,0,0.012605,0,0,0,0,0,0,0.00420168,0,0.00420168,0,0,0,0,0.117647,0,0,0,0,0.0168067,0.0294118,0.0168067,0.012605,0.0252101,0,0,0,0,0.0504202,0,0,0,0,0,0,0,0,0,0,0,0.00840336,0,0,0,0,0,0,0,0.012605,0.0168067,0,0.00840336,0.00420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840336,0,0,0.0336134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252101,0.117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012605,0.0336134,0.092437,0,0,0.0378151,0,0,0,0,0,0.00420168,0,0,0,0,0,0,0.00420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaisa|tristana,0.541667,24,0.00595238,0,0,0,0.00595238,0,0,0,0,0,0,0,0.0178571,0.0357143,0.0297619,0,0.0178571,0,0,0,0,0.0833333,0,0.00595238,0,0,0.00595238,0,0,0.00595238,0.0119048,0,0,0,0.0119048,0,0,0,0,0,0,0.00595238,0,0,0,0,0,0,0.130952,0,0,0,0,0.0178571,0.00595238,0.00595238,0,0.0297619,0,0,0,0,0.0654762,0,0,0.00595238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238,0.0238095,0,0.0119048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238,0.130952,0.00595238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238,0.0238095,0.113095,0,0,0.0714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaisa|viego,0.590909,44,0.00324675,0,0,0,0.0227273,0,0,0,0,0.00324675,0,0,0.0162338,0.00649351,0.0194805,0,0.0194805,0,0,0,0,0.0779221,0,0,0,0,0,0,0,0,0.00974026,0,0,0,0,0,0,0,0,0,0,0.0162338,0,0.00649351,0,0,0,0,0.133117,0,0,0,0,0.00649351,0.038961,0.00649351,0.0227273,0.0227273,0,0,0,0,0.0714286,0,0,0,0,0.00324675,0,0,0,0,0,0,0.00649351,0,0,0,0,0,0,0,0.012987,0.00649351,0,0,0.00974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649351,0,0,0.0194805,0,0,0.00649351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987,0.12987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324675,0.025974,0.11039,0,0,0.0584416,0,0,0,0,0,0.00324675,0,0,0,0,0,0,0.00324675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaisa|yasuo,0.521739,23,0.0248447,0,0,0,0.0124224,0,0,0,0,0,0,0,0.0248447,0.0248447,0.0124224,0,0.0124224,0,0,0,0,0.0993789,0,0,0,0,0,0,0,0,0.0186335,0,0,0,0.0186335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118012,0,0,0,0,0.00621118,0.0186335,0.00621118,0.0124224,0.00621118,0,0,0,0,0.068323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124224,0.00621118,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0.0124224,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0.0186335,0.124224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124224,0.0372671,0.0931677,0,0,0.0372671,0,0,0,0,0,0.0186335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kalista|ezreal,0.530303,66,0,0,0,0,0.0238095,0,0,0,0,0,0.004329,0,0.0151515,0,0.004329,0,0.0454545,0.0021645,0,0.00865801,0.0021645,0.0779221,0,0.004329,0,0,0,0,0,0,0.00865801,0,0,0,0.0194805,0,0,0,0,0,0,0.00649351,0,0,0,0,0,0,0.138528,0,0,0,0,0.00865801,0,0.00649351,0.0021645,0.00865801,0,0,0,0.0021645,0.004329,0.004329,0,0,0,0,0,0,0.0021645,0,0,0,0.0151515,0,0,0,0,0,0.0021645,0,0.0779221,0.021645,0,0.034632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108225,0.047619,0,0,0,0.0021645,0.00649351,0,0.0021645,0,0,0,0,0,0,0,0,0,0,0.0021645,0,0,0,0,0,0,0,0.0194805,0.121212,0.0021645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004329,0,0,0.134199,0,0,0.012987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kalista|karma,0.517241,29,0,0,0,0,0.0197044,0,0,0,0.00492611,0,0,0,0.00985222,0,0.00985222,0,0.0837438,0.00492611,0,0.0147783,0,0.0738916,0,0.00985222,0,0,0,0,0,0,0.00985222,0,0,0,0.0147783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137931,0,0,0,0,0.00492611,0,0,0.0147783,0.00985222,0,0,0,0,0,0.00492611,0,0,0,0,0,0,0,0,0,0,0.00492611,0,0,0,0,0,0.00492611,0,0.0886699,0.0197044,0,0.0246305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985222,0.0640394,0,0,0,0.00492611,0.0147783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985222,0.133005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492611,0.137931,0,0,0.00985222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|akali,0.595238,42,0.00340136,0.0170068,0,0,0,0,0,0.00340136,0,0,0,0,0,0,0,0,0,0,0.0340136,0,0,0,0.0170068,0,0,0.0272109,0,0.00340136,0,0,0.0136054,0,0,0,0.037415,0.108844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619,0,0.00340136,0,0,0,0,0,0,0.0136054,0,0,0,0.00340136,0,0,0,0,0,0,0.0170068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136,0,0.00340136,0.00340136,0,0.00340136,0.00340136,0,0,0.037415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136,0.132653,0,0,0,0,0,0,0,0,0,0.00680272,0,0,0.0272109,0.115646,0,0.0170068,0,0,0,0,0,0,0,0,0,0.0170068,0.0986395,0,0,0,0,0,0,0,0,0,0.0204082,0.00340136,0,0,0,0,0,0,0,0,0,0,0,0.0136054,0.00340136,0,0,0,0,0.0136054,0.0136054,0,0,0,0,0.00340136,0.00340136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|diana,0.533333,45,0.0031746,0.00952381,0,0,0,0,0,0.0031746,0.0031746,0,0,0,0,0,0,0,0,0,0.0253968,0,0,0,0.00952381,0.0031746,0.0031746,0.0285714,0,0,0,0,0.00634921,0.00634921,0,0,0.0857143,0.101587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666667,0.00634921,0,0,0,0,0,0,0,0.0031746,0,0,0,0,0,0,0,0,0,0,0.00634921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031746,0,0,0,0,0,0,0.0253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031746,0.133333,0,0,0,0,0,0,0,0,0,0.0031746,0,0.015873,0.0126984,0.114286,0,0.00634921,0,0,0,0,0,0,0,0,0,0.0126984,0.101587,0,0,0,0,0,0,0,0,0,0.0285714,0,0,0,0.0031746,0.0031746,0,0,0,0,0,0,0,0.015873,0.0031746,0,0,0,0,0.0253968,0.0285714,0,0,0,0,0.0031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|draven,0.75,24,0.0119048,0.00595238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297619,0,0,0,0.0178571,0.00595238,0.00595238,0.0178571,0,0.00595238,0.00595238,0,0.0119048,0,0,0,0.0535714,0.0952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077381,0.0119048,0,0,0,0,0,0,0,0.0119048,0,0,0,0,0,0,0,0,0,0,0.0119048,0,0,0,0,0,0,0,0,0,0.00595238,0,0,0,0,0,0,0,0,0.00595238,0,0,0,0,0,0,0,0,0.0357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119048,0,0,0,0,0,0,0,0,0,0.0119048,0,0.0119048,0.0178571,0.113095,0,0.0178571,0,0,0,0,0,0,0,0,0,0.00595238,0.107143,0,0,0,0,0,0,0,0,0,0.00595238,0,0,0,0.00595238,0.00595238,0,0,0,0,0,0,0,0.00595238,0.00595238,0,0,0,0,0.0178571,0.0238095,0,0,0,0.00595238,0.0119048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|gwen,0.518519,27,0.00529101,0.00529101,0,0,0,0,0,0.015873,0,0,0,0,0,0,0,0,0,0,0.031746,0,0,0,0.00529101,0.00529101,0,0.010582,0,0,0.00529101,0,0.026455,0.00529101,0,0,0.0634921,0.126984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529101,0,0,0,0,0,0,0,0,0.021164,0,0,0,0,0,0,0,0,0,0,0.00529101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00529101,0,0,0,0.00529101,0,0,0.015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00529101,0.132275,0,0,0,0,0,0,0,0,0,0.00529101,0,0.00529101,0.00529101,0.132275,0,0.00529101,0,0,0,0,0,0,0,0,0,0.00529101,0.126984,0,0,0,0,0,0,0,0,0,0.037037,0,0,0,0,0,0,0,0,0,0,0,0,0.021164,0.010582,0,0,0,0,0.00529101,0.010582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|kayn,0.56,25,0,0.0114286,0,0,0,0,0,0,0,0,0.00571429,0,0,0,0,0,0,0,0.0171429,0,0,0,0,0,0,0.0114286,0,0.00571429,0,0,0.0228571,0,0,0,0.0457143,0.108571,0,0,0,0,0,0.00571429,0,0,0,0,0,0,0,0.0114286,0.0457143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114286,0.00571429,0,0,0.00571429,0,0,0.0228571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114286,0.12,0,0,0,0,0,0,0,0,0,0.00571429,0,0.00571429,0.00571429,0.131429,0,0.0228571,0,0,0,0,0,0,0,0,0.00571429,0.00571429,0.12,0,0,0,0,0,0.00571429,0,0,0,0.0285714,0,0,0,0,0.00571429,0,0,0,0,0,0,0,0.0228571,0.0171429,0,0,0,0,0.0228571,0.0171429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|khazix,0.571429,28,0.00510204,0.0102041,0,0,0,0,0,0.0153061,0,0,0.00510204,0,0,0,0,0,0,0,0.0306122,0,0,0,0.0102041,0,0,0.0459184,0,0,0,0,0.0102041,0,0,0,0.0561224,0.112245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510204,0.0459184,0,0.00510204,0,0,0,0,0,0,0,0,0,0,0.00510204,0,0,0,0,0,0,0.0102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510204,0,0,0.00510204,0,0,0,0.0510204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127551,0,0,0,0,0,0,0,0,0,0.0102041,0,0.00510204,0.0102041,0.127551,0,0.00510204,0,0,0,0,0,0,0,0,0,0.0102041,0.117347,0,0,0,0,0,0,0,0,0,0.0255102,0,0,0,0,0,0,0,0,0,0,0,0,0.0102041,0.00510204,0,0,0,0,0.0153061,0.0306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|kogmaw,0.6,25,0.00571429,0.00571429,0,0,0,0,0,0.0114286,0,0,0,0,0,0,0,0,0,0,0.0171429,0,0,0,0.00571429,0,0.00571429,0.0228571,0,0,0.00571429,0,0.0171429,0,0,0,0.0857143,0.102857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628571,0,0,0,0,0,0,0,0,0.0171429,0,0,0,0.00571429,0,0,0,0,0,0,0.0171429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571429,0,0,0,0.0228571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131429,0,0,0,0,0,0,0,0,0,0.00571429,0,0.0114286,0.0171429,0.114286,0,0.0114286,0,0,0,0,0,0,0,0,0,0.0228571,0.0914286,0,0,0,0,0,0,0,0,0,0.0228571,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.00571429,0.0171429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|leesin,0.512821,78,0.00732601,0.010989,0,0,0,0,0,0.003663,0.00549451,0,0,0,0,0,0,0,0,0,0.032967,0,0,0,0.0238095,0.0018315,0.003663,0.029304,0,0,0,0,0.0164835,0,0,0,0.047619,0.100733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641026,0,0.0018315,0,0,0,0,0,0,0.0018315,0,0,0,0,0,0,0,0,0,0,0.0128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003663,0,0.003663,0.00549451,0,0,0,0,0,0.0311355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135531,0,0,0,0,0,0,0,0,0,0.00915751,0,0.010989,0.0201465,0.111722,0,0.0164835,0,0,0,0,0,0,0,0,0,0.014652,0.0934066,0,0,0,0,0,0.0018315,0,0,0,0.021978,0,0,0,0,0.0018315,0,0,0,0,0,0,0,0.014652,0.00732601,0,0,0,0,0.00732601,0.021978,0,0,0,0.003663,0.003663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|lucian,0.551724,29,0.00492611,0.0147783,0,0,0,0,0,0,0.0147783,0,0,0,0,0,0,0,0,0,0.0295567,0,0,0,0.0197044,0.00492611,0.00492611,0.0344828,0,0,0,0,0.00985222,0.00492611,0,0,0.0591133,0.0935961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640394,0,0,0,0,0,0,0,0,0.00985222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492611,0,0,0,0,0,0,0.0344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492611,0.137931,0,0,0,0,0,0,0,0,0,0.00492611,0,0.0147783,0.0147783,0.1133,0,0.00492611,0,0,0,0,0,0,0,0,0,0,0.108374,0,0,0,0,0,0.00492611,0,0,0,0.044335,0,0,0,0,0,0,0,0,0,0,0,0,0.0147783,0.00492611,0,0,0,0,0.0197044,0.0344828,0,0,0,0,0,0.00492611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|nautilus,0.617647,34,0.00840336,0.00840336,0,0,0,0,0,0,0.00840336,0,0.00420168,0,0,0,0,0,0,0,0.0420168,0,0,0,0.0168067,0,0,0.012605,0,0,0.00420168,0,0.012605,0.00420168,0,0,0.0588235,0.10084,0,0,0,0,0,0.00420168,0,0,0,0,0,0,0,0,0.0336134,0,0.00420168,0,0,0,0,0,0,0.012605,0,0,0,0,0,0,0,0,0,0,0.012605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420168,0,0.00420168,0.00840336,0,0,0,0,0,0.0462185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420168,0.134454,0,0,0,0,0,0,0,0,0,0.00420168,0,0.00840336,0.012605,0.121849,0,0.0210084,0,0,0,0,0,0,0,0,0,0.012605,0.0966387,0,0,0,0,0,0.00840336,0,0,0,0.0210084,0,0,0,0,0,0,0,0,0,0,0,0,0.012605,0.00420168,0,0,0,0,0.00840336,0.0294118,0,0,0,0,0.00420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karma|senna,0.607143,28,0,0.0102041,0,0,0,0,0,0.0102041,0.00510204,0,0.00510204,0,0,0,0,0,0,0,0.0153061,0,0,0,0.0153061,0.00510204,0,0.0255102,0,0.00510204,0,0,0.0102041,0,0,0,0.0357143,0.102041,0,0,0,0,0,0,0.00510204,0,0,0,0,0,0,0,0.0612245,0.00510204,0,0,0,0,0,0,0,0,0,0,0,0.00510204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510204,0,0,0,0.0204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127551,0,0,0,0,0,0,0,0,0,0.0153061,0,0.0204082,0.0153061,0.107143,0,0.0204082,0,0,0,0,0,0,0,0,0.00510204,0.0204082,0.0867347,0,0,0,0,0,0,0,0,0,0.0306122,0,0,0,0,0,0,0,0,0,0,0,0,0.0204082,0.00510204,0,0,0,0,0.0204082,0.0204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
